formatted_date,high,low,open,close,volume,adjclose
2019-08-11,9585.4287109375,9343.958984375,9428.228515625,9585.4287109375,13121279972,9585.4287109375
2019-08-12,9582.2314453125,9370.578125,9582.2314453125,9424.6015625,11299634484,9424.6015625
2019-08-13,9459.2841796875,8973.5107421875,9426.390625,9032.26171875,13828382580,9032.26171875
2019-08-14,9027.0615234375,8315.1689453125,9026.732421875,8334.7421875,16576143237,8334.7421875
2019-08-15,8626.84375,7978.3046875,8324.0400390625,8528.6796875,18939858084,8528.6796875
2019-08-16,8691.8818359375,8105.224609375,8536.224609375,8538.5478515625,16648724710,8538.5478515625
2019-08-17,8602.98046875,8301.806640625,8525.6943359375,8421.185546875,11339943380,8421.185546875
2019-08-18,8630.6494140625,8328.470703125,8422.224609375,8509.4287109375,10692346907,8509.4287109375
2019-08-19,9001.3779296875,8487.921875,8512.6015625,9001.3779296875,13225152992,9001.3779296875
2019-08-20,9024.697265625,8749.34375,9000.8447265625,8850.6171875,12378164526,8850.6171875
2019-08-21,8899.384765625,8217.3525390625,8850.513671875,8357.1484375,16052345332,8357.1484375
2019-08-22,8417.6728515625,8100.9775390625,8360.8251953125,8268.3701171875,13953977975,8268.3701171875
2019-08-23,8505.0048828125,8230.8603515625,8273.9755859375,8476.923828125,12727664010,8476.923828125
2019-08-24,8485.7900390625,8130.2314453125,8476.662109375,8275.5927734375,12585327996,8275.5927734375
2019-08-25,8392.3935546875,8156.55224609375,8276.2255859375,8268.79296875,11543630681,8268.79296875
2019-08-26,8574.2333984375,8259.1513671875,8259.1513671875,8484.326171875,15084589148,8484.326171875
2019-08-27,8496.75390625,8213.19140625,8486.0087890625,8292.3515625,12018727562,8292.3515625
2019-08-28,8406.4140625,7945.97998046875,8307.05859375,7983.84912109375,14408438323,7983.84912109375
2019-08-29,7986.00732421875,7727.98828125,7986.00732421875,7804.20361328125,13988086540,7804.20361328125
2019-08-30,7937.38232421875,7739.1181640625,7809.47998046875,7893.8740234375,11181220937,7893.8740234375
2019-08-31,7955.59521484375,7839.28564453125,7893.3525390625,7920.59521484375,9420833717,7920.59521484375
2019-09-01,8056.54833984375,7882.02001953125,7920.537109375,8025.6181640625,9413438943,8025.6181640625
2019-09-02,8616.05078125,8064.76318359375,8025.18994140625,8575.8505859375,14295986098,8575.8505859375
2019-09-03,8892.5009765625,8599.4521484375,8575.16796875,8785.59375,16031191482,8785.59375
2019-09-04,8805.9736328125,8563.55859375,8785.0966796875,8651.2509765625,13671725197,8651.2509765625
2019-09-05,8685.6572265625,8537.154296875,8646.1416015625,8581.7490234375,11807923426,8581.7490234375
2019-09-06,8860.0830078125,8373.0126953125,8583.255859375,8428.6240234375,15904725531,8428.6240234375
2019-09-07,8595.0771484375,8425.0546875,8429.1357421875,8561.361328125,12460655533,8561.361328125
2019-09-08,8625.1669921875,8479.08984375,8562.060546875,8500.837890625,11129988218,8500.837890625
2019-09-09,8510.7236328125,8260.5498046875,8501.6865234375,8371.9287109375,14253734693,8371.9287109375
2019-09-10,8419.759765625,8115.6923828125,8372.4912109375,8188.6904296875,12066779174,8188.6904296875
2019-09-11,8263.0263671875,8075.78564453125,8194.130859375,8252.369140625,12508688124,8252.369140625
2019-09-12,8464.8564453125,8192.6064453125,8251.1005859375,8443.3203125,12428452346,8443.3203125
2019-09-13,8465.53125,8184.29443359375,8447.359375,8285.1220703125,11283376583,8285.1220703125
2019-09-14,8333.6943359375,8230.2685546875,8273.0126953125,8282.451171875,10769785045,8282.451171875
2019-09-15,8305.62890625,8246.3486328125,8281.185546875,8280.3955078125,9637336192,8280.3955078125
2019-09-16,8322.1865234375,8200.33984375,8280.5302734375,8271.791015625,12202419045,8271.791015625
2019-09-17,8236.7587890625,8219.837890625,8274.0166015625,8192.095703125,12242305276,8192.095703125
2019-09-18,8227.453125,8182.07861328125,8197.314453125,8177.5673828125,12965489944,8177.5673828125
2019-09-19,8258.8974609375,7892.72265625,8179.36962890625,8197.044921875,15918910635,8197.044921875
2019-09-20,8214.236328125,8109.5791015625,8196.9677734375,8163.38525390625,11813504898,8163.38525390625
2019-09-21,8168.56201171875,8018.31787109375,8164.99462890625,8033.55859375,10764043294,8033.55859375
2019-09-22,8077.4375,7955.63916015625,8037.0849609375,8075.81982421875,10585289084,8075.81982421875
2019-09-23,8067.4501953125,7790.47900390625,8073.87158203125,7825.23681640625,12180972636,7825.23681640625
2019-09-24,7885.28857421875,6700.68408203125,7825.23486328125,6904.5478515625,20025787062,6904.5478515625
2019-09-25,7007.07373046875,6698.3974609375,6890.82177734375,6867.11474609375,17594399031,6867.11474609375
2019-09-26,6919.087890625,6392.59375,6867.662109375,6585.66015625,15621196929,6585.66015625
2019-09-27,6730.2880859375,6466.78369140625,6580.9013671875,6714.279296875,13351463150,6714.279296875
2019-09-28,6741.7578125,6611.419921875,6713.81396484375,6709.2890625,11505948924,6709.2890625
2019-09-29,6722.13818359375,6495.83447265625,6709.38818359375,6592.5361328125,10603318845,6592.5361328125
2019-09-30,6760.8251953125,6365.45947265625,6592.5693359375,6748.89453125,13927220768,6748.89453125
2019-10-01,6897.45751953125,6703.51708984375,6753.6572265625,6787.8896484375,12452060072,6787.8896484375
2019-10-02,6821.67138671875,6709.2578125,6788.6513671875,6821.67138671875,10668277182,6821.67138671875
2019-10-03,6837.51025390625,6564.251953125,6819.828125,6692.8486328125,11075478550,6692.8486328125
2019-10-04,6692.89990234375,6610.36767578125,6692.4453125,6653.62158203125,10653865294,6653.62158203125
2019-10-05,6661.39501953125,6543.265625,6657.03515625,6608.4296875,9890955278,6608.4296875
2019-10-06,6616.46337890625,6453.712890625,6607.11328125,6476.68505859375,10670616960,6476.68505859375
2019-10-07,6751.12255859375,6424.28076171875,6477.466796875,6710.4609375,14656706739,6710.4609375
2019-10-08,6774.74755859375,6702.5029296875,6711.45947265625,6734.47705078125,12760786845,6734.47705078125
2019-10-09,7064.9697265625,6688.3193359375,6735.3427734375,7038.19189453125,15872390782,7038.19189453125
2019-10-10,7051.26416015625,6928.65234375,7029.626953125,6905.32763671875,14169103099,6905.32763671875
2019-10-11,7004.880859375,6576.64404296875,6904.35400390625,6581.05322265625,15503634684,6581.05322265625
2019-10-12,6654.98388671875,6574.39794921875,6576.2353515625,6592.75634765625,11492776297,6592.75634765625
2019-10-13,6697.23095703125,6561.70654296875,6593.03076171875,6594.58837890625,10943384292,6594.58837890625
2019-10-14,6673.45458984375,6593.48095703125,6594.451171875,6640.900390625,12014641485,6640.900390625
2019-10-15,6670.93310546875,6399.28564453125,6639.92626953125,6430.80224609375,11928709212,6430.80224609375
2019-10-16,6430.2880859375,6212.45556640625,6430.2578125,6277.3203125,12536382878,6277.3203125
2019-10-17,6326.0595703125,6241.767578125,6277.54345703125,6297.8251953125,11123159543,6297.8251953125
2019-10-18,6327.95849609375,6127.171875,6295.5107421875,6142.248046875,12057376535,6142.248046875
2019-10-19,6226.54248046875,6120.34619140625,6142.70751953125,6154.0751953125,10629306758,6154.0751953125
2019-10-20,6397.69677734375,6123.93798828125,6161.19873046875,6373.9111328125,12019188748,6373.9111328125
2019-10-21,6396.2451171875,6311.2978515625,6376.265625,6355.20849609375,12233456532,6355.20849609375
2019-10-22,6415.43505859375,6266.07373046875,6354.96240234375,6270.05078125,13042260988,6270.05078125
2019-10-23,6293.51318359375,5784.990234375,6268.51806640625,5816.51416015625,16984249114,5816.51416015625
2019-10-24,5834.00244140625,5766.5458984375,5812.6875,5837.41259765625,12673291656,5837.41259765625
2019-10-25,6777.55859375,5825.01513671875,5835.24267578125,6753.77001953125,22384726759,6753.77001953125
2019-10-26,7813.95361328125,6754.24658203125,6759.1328125,7207.43603515625,34689547850,7207.43603515625
2019-10-27,7600.7333984375,7104.1923828125,7204.89013671875,7446.57421875,25409799318,7446.57421875
2019-10-28,7649.962890625,7200.35791015625,7457.0107421875,7200.35791015625,24074647823,7200.35791015625
2019-10-29,7403.255859375,7178.69775390625,7194.36181640625,7328.546875,22097358397,7328.546875
2019-10-30,7327.91455078125,7057.125,7324.48583984375,7135.30322265625,21475166387,7135.30322265625
2019-10-31,7247.712890625,6974.810546875,7132.76953125,7109.5771484375,20544246525,7109.5771484375
2019-11-01,7167.30029296875,7045.37451171875,7105.2548828125,7156.05517578125,18795688760,7156.05517578125
2019-11-02,7245.77734375,7147.15625,7155.0341796875,7205.00439453125,16413748704,7205.00439453125
2019-11-03,7248.13330078125,7066.51708984375,7205.0576171875,7139.00341796875,16335375773,7139.00341796875
2019-11-04,7380.6728515625,7104.1455078125,7139.1982421875,7302.20068359375,20302596448,7302.20068359375
2019-11-05,7340.43212890625,7182.712890625,7302.505859375,7253.51953125,20340547668,7253.51953125
2019-11-06,7317.31298828125,7236.8056640625,7252.228515625,7280.43359375,17992410565,7280.43359375
2019-11-07,7288.93701171875,7181.4794921875,7273.83349609375,7228.91064453125,17706821503,7228.91064453125
2019-11-08,7237.93603515625,6847.0576171875,7227.2001953125,6892.27587890625,19047391024,6892.27587890625
2019-11-09,6960.32861328125,6883.103515625,6895.86767578125,6899.08740234375,13760182887,6899.08740234375
2019-11-10,7117.853515625,6893.27880859375,6898.23193359375,7077.66357421875,16091209360,7077.66357421875
2019-11-11,7100.65234375,6794.4794921875,7078.7509765625,6814.041015625,15767681979,6814.041015625
2019-11-12,6902.50390625,6763.4990234375,6815.56884765625,6859.3701171875,15802807935,6859.3701171875
2019-11-13,6874.17919921875,6819.30712890625,6856.54638671875,6852.99560546875,13650931074,6852.99560546875
2019-11-14,6868.306640625,6749.19287109375,6855.85400390625,6760.41650390625,14816189778,6760.41650390625
2019-11-15,6782.3955078125,6575.75439453125,6758.5634765625,6581.15771484375,16892215015,6581.15771484375
2019-11-16,6658.66015625,6567.1943359375,6580.51806640625,6626.70263671875,12783663175,6626.70263671875
2019-11-17,6757.06298828125,6586.0654296875,6625.703125,6639.12158203125,14449022453,6639.12158203125
2019-11-18,6673.4443359375,6380.82763671875,6636.029296875,6416.92919921875,16664962022,6416.92919921875
2019-11-19,6490.72705078125,6259.63525390625,6413.72314453125,6347.5771484375,16308491541,6347.5771484375
2019-11-20,6382.7734375,6196.97216796875,6345.61767578125,6210.1513671875,16063927276,6210.1513671875
2019-11-21,6269.9169921875,5888.943359375,6207.34814453125,5915.92431640625,17427307681,5915.92431640625
2019-11-22,5959.2060546875,5394.43408203125,5916.55859375,5684.90966796875,26678873074,5684.90966796875
2019-11-23,5798.41259765625,5571.8125,5684.58740234375,5763.771484375,16368473192,5763.771484375
2019-11-24,5772.1708984375,5470.26318359375,5764.423828125,5484.75927734375,23683667490,5484.75927734375
2019-11-25,5671.4033203125,5150.8359375,5478.58056640625,5540.7333984375,33095866003,5540.7333984375
2019-11-26,5676.794921875,5519.56591796875,5539.9775390625,5612.24755859375,16428084912,5612.24755859375
2019-11-27,5904.36328125,5421.72314453125,5614.19873046875,5824.98876953125,18554958632,5824.98876953125
2019-11-28,5976.2041015625,5772.56884765625,5828.9765625,5779.97412109375,14753801071,5779.97412109375
2019-11-29,6014.80517578125,5778.646484375,5782.77880859375,6003.67138671875,15246336371,6003.67138671875
2019-11-30,6061.5771484375,5813.84765625,6005.84765625,5855.44970703125,13272635786,5855.44970703125
2019-12-01,5856.98583984375,5640.18115234375,5856.98583984375,5749.82470703125,14498458610,5749.82470703125
2019-12-02,5788.39501953125,5599.69287109375,5749.62646484375,5658.90087890625,13202094308,5658.90087890625
2019-12-03,5706.919921875,5568.1953125,5660.43701171875,5631.74658203125,11384430879,5631.74658203125
2019-12-04,5755.5400390625,5504.486328125,5631.73095703125,5531.85205078125,16525482973,5531.85205078125
2019-12-05,5893.7890625,5517.2236328125,5532.77294921875,5660.23681640625,14299020546,5660.23681640625
2019-12-06,5745.279296875,5630.04296875,5661.9501953125,5745.279296875,13782332752,5745.279296875
2019-12-07,5777.97998046875,5729.07568359375,5745.48388671875,5752.314453125,11764255239,5752.314453125
2019-12-08,5811.97412109375,5691.3017578125,5748.5849609375,5756.86767578125,11727756779,5756.86767578125
2019-12-09,5792.63671875,5606.111328125,5754.9267578125,5630.11572265625,13595854231,5630.11572265625
2019-12-10,5645.828125,5498.23291015625,5627.25146484375,5543.70751953125,13900195816,5543.70751953125
2019-12-11,5570.79736328125,5449.3310546875,5543.0048828125,5468.0380859375,12387393354,5468.0380859375
2019-12-12,5520.4658203125,5431.33251953125,5467.5166015625,5376.0498046875,14048189973,5376.0498046875
2019-12-13,5468.4638671875,5424.251953125,5377.18408203125,5452.72119140625,12845381627,5452.72119140625
2019-12-14,5482.087890625,5323.35400390625,5452.134765625,5343.9541015625,12853851930,5343.9541015625
2019-12-15,5389.1748046875,5196.529296875,5343.62841796875,5356.40185546875,12642379397,5356.40185546875
2019-12-16,5374.1884765625,5173.00537109375,5357.42138671875,5224.677734375,15233768309,5224.677734375
2019-12-17,5280.015625,5016.80810546875,5223.7998046875,5060.59716796875,17042985554,5060.59716796875
2019-12-18,5599.5625,5004.38671875,5066.0712890625,5561.26025390625,24330903351,5561.26025390625
2019-12-19,5615.13330078125,5376.36279296875,5561.8623046875,5532.99462890625,19899088165,5532.99462890625
2019-12-20,5581.087890625,5436.24072265625,5537.4443359375,5551.01708984375,17404611690,5551.01708984375
2019-12-21,5554.408203125,5469.4453125,5552.3837890625,5529.7490234375,14850676678,5529.7490234375
2019-12-22,5781.2470703125,5511.31005859375,5529.7724609375,5776.2919921875,17790089536,5776.2919921875
2019-12-23,5926.75341796875,5661.19091796875,5774.22607421875,5683.28955078125,21504091871,5683.28955078125
2019-12-24,5816.31494140625,5610.06982421875,5682.3349609375,5662.33837890625,17778869575,5662.33837890625
2019-12-25,5676.71337890625,5584.2451171875,5664.8310546875,5608.5703125,16620675269,5608.5703125
2019-12-26,5678.9375,5547.7177734375,5608.29541015625,5569.68310546875,17532393881,5569.68310546875
2019-12-27,5622.7392578125,5527.59228515625,5569.04736328125,5573.46240234375,17413884692,5573.46240234375
2019-12-28,5656.75927734375,5571.0283203125,5572.65380859375,5594.79345703125,16334612536,5594.79345703125
2019-12-29,5739.3193359375,5565.646484375,5594.53173828125,5669.78564453125,17144787650,5669.78564453125
2019-12-30,5681.29150390625,5544.97607421875,5667.9677734375,5561.8203125,17444384666,5561.8203125
2019-12-31,5554.9052734375,5413.18212890625,5562.92138671875,5424.69287109375,15962748163,5424.69287109375
2020-01-01,5472.48583984375,5407.09521484375,5425.66796875,5433.84912109375,14011191757,5433.84912109375
2020-01-02,5437.12109375,5277.1650390625,5435.64306640625,5313.35791015625,15822688746,5313.35791015625
2020-01-03,5662.306640625,5263.736328125,5312.56591796875,5615.14208984375,21491142914,5615.14208984375
2020-01-04,5678.21435546875,5588.1015625,5615.517578125,5665.4248046875,14100590057,5665.4248046875
2020-01-05,5764.65966796875,5659.47802734375,5665.26806640625,5666.796875,15082067804,5666.796875
2020-01-06,5908.26611328125,5664.0859375,5666.13525390625,5898.515625,17671710226,5898.515625
2020-01-07,6239.52880859375,5897.7626953125,5898.107421875,6225.82763671875,21938626781,6225.82763671875
2020-01-08,6401.798828125,6072.9443359375,6224.48779296875,6165.646484375,24168949904,6165.646484375
2020-01-09,6167.5029296875,6002.57568359375,6167.5029296875,6028.27783203125,18397587305,6028.27783203125
2020-01-10,6250.71337890625,5917.29541015625,6027.69287109375,6250.71337890625,21978257332,6250.71337890625
2020-01-11,6290.36474609375,6146.15283203125,6247.37353515625,6152.1962890625,19534741955,6152.1962890625
2020-01-12,6276.59912109375,6130.39794921875,6148.923828125,6280.6279296875,17558508773,6280.6279296875
2020-01-13,6284.53076171875,6217.458984375,6278.54150390625,6270.76123046875,17311099294,6270.76123046875
2020-01-14,6818.57666015625,6268.25,6268.25,6779.11376953125,34435396111,6779.11376953125
2020-01-15,6834.34912109375,6645.005859375,6777.2548828125,6753.8056640625,30753540500,6753.8056640625
2020-01-16,6780.8125,6600.482421875,6758.00146484375,6670.84326171875,23944956505,6670.84326171875
2020-01-17,6862.32470703125,6636.7412109375,6671.9326171875,6860.3134765625,27945260222,6860.3134765625
2020-01-18,6924.20703125,6782.171875,6858.9111328125,6870.89404296875,24845595776,6870.89404296875
2020-01-19,7041.1171875,6622.9365234375,6869.8466796875,6693.30908203125,26306070674,6693.30908203125
2020-01-20,6723.24267578125,6586.0693359375,6692.06884765625,6657.62353515625,20318489828,6657.62353515625
2020-01-21,6713.47265625,6547.58056640625,6658.66015625,6704.2529296875,18472117135,6704.2529296875
2020-01-22,6737.68408203125,6576.58935546875,6702.96240234375,6604.87060546875,17195433052,6604.87060546875
2020-01-23,6608.638671875,6359.0322265625,6604.69921875,6407.404296875,19642284036,6407.404296875
2020-01-24,6510.11865234375,6312.220703125,6406.681640625,6459.642578125,18661182940,6459.642578125
2020-01-25,6469.60009765625,6345.51220703125,6455.5771484375,6400.298828125,15027615187,6400.298828125
2020-01-26,6579.54638671875,6367.9072265625,6397.66943359375,6581.921875,16979718795,6581.921875
2020-01-27,6877.0107421875,6582.28857421875,6582.28857421875,6823.26416015625,21938532804,6823.26416015625
2020-01-28,7166.91162109375,6821.4560546875,6825.3359375,7185.75048828125,26412181522,7185.75048828125
2020-01-29,7227.83642578125,7122.41845703125,7184.89013671875,7154.509765625,23562056888,7154.509765625
2020-01-30,7297.17431640625,7088.39697265625,7154.03955078125,7266.92529296875,24744391557,7266.92529296875
2020-01-31,7271.94580078125,7027.01123046875,7266.4052734375,7081.26806640625,22289577654,7081.26806640625
2020-02-01,7148.5126953125,7053.02734375,7078.10888671875,7113.33740234375,19631538836,7113.33740234375
2020-02-02,7170.833984375,6980.7685546875,7111.02392578125,7089.16796875,23393747684,7089.16796875
2020-02-03,7239.958984375,7117.52685546875,7089.40966796875,7151.06689453125,23802797372,7151.06689453125
2020-02-04,7184.16943359375,6999.2041015625,7150.54443359375,7045.69140625,22940746620,7045.69140625
2020-02-05,7464.2578125,7032.9228515625,7047.57373046875,7397.78955078125,27104326839,7397.78955078125
2020-02-06,7583.76123046875,7345.84130859375,7401.1728515625,7525.37939453125,29103486899,7525.37939453125
2020-02-07,7604.71435546875,7522.44091796875,7522.44091796875,7601.41748046875,26788800747,7601.41748046875
2020-02-08,7664.12060546875,7510.6015625,7599.1875,7655.095703125,27292661830,7655.095703125
2020-02-09,7860.19873046875,7643.66796875,7654.1455078125,7847.55419921875,27776355173,7847.55419921875
2020-02-10,7878.76318359375,7581.021484375,7846.6904296875,7630.94921875,30492907973,7630.94921875
2020-02-11,7884.38623046875,7513.16748046875,7630.39208984375,7879.24755859375,29058729935,7879.24755859375
2020-02-12,8016.66552734375,7874.7333984375,7874.7333984375,7970.1240234375,33532312134,7970.1240234375
2020-02-13,8073.0791015625,7790.47607421875,7968.5078125,7829.36279296875,37831626132,7829.36279296875
2020-02-14,7910.89111328125,7756.3310546875,7827.1943359375,7903.7626953125,33216785920,7903.7626953125
2020-02-15,7926.32666015625,7568.29443359375,7905.0966796875,7579.7890625,33620546735,7579.7890625
2020-02-16,7705.90478515625,7451.7626953125,7579.6015625,7611.60400390625,33233062674,7611.60400390625
2020-02-17,7616.14453125,7308.083984375,7613.2333984375,7450.4306640625,35366573706,7450.4306640625
2020-02-18,7818.04443359375,7410.63525390625,7451.267578125,7801.87255859375,36363896971,7801.87255859375
2020-02-19,7887.4091796875,7438.68310546875,7803.2587890625,7451.8583984375,36350441887,7451.8583984375
2020-02-20,7459.1728515625,7382.88427734375,7448.71630859375,7458.55078125,34873098483,7458.55078125
2020-02-21,7497.26123046875,7443.29052734375,7461.1171875,7473.53515625,31579800211,7473.53515625
2020-02-22,7482.63134765625,7407.40380859375,7474.51123046875,7455.58935546875,27650684956,7455.58935546875
2020-02-23,7672.42138671875,7451.43017578125,7455.69482421875,7661.9541015625,31795910667,7661.9541015625
2020-02-24,7684.59912109375,7373.087890625,7659.6904296875,7466.24365234375,34878329452,7466.24365234375
2020-02-25,7468.5927734375,7155.68212890625,7467.1240234375,7184.44384765625,32697295369,7184.44384765625
2020-02-26,7198.20263671875,6742.8232421875,7181.8173828125,6834.669921875,39068480533,6834.669921875
2020-02-27,6935.41796875,6642.07177734375,6838.2119140625,6815.49365234375,35278278681,6815.49365234375
2020-02-28,6898.7802734375,6593.65771484375,6818.77880859375,6763.99462890625,34789575018,6763.99462890625
2020-02-29,6844.46630859375,6707.1005859375,6763.025390625,6707.1005859375,27915918641,6707.1005859375
2020-03-01,6806.3779296875,6607.03759765625,6707.29541015625,6699.615234375,27658635464,6699.615234375
2020-03-02,6995.759765625,6676.2802734375,6700.2490234375,6946.9296875,33567116324,6946.9296875
2020-03-03,6959.537109375,6798.04052734375,6943.57568359375,6854.798828125,33063206649,6854.798828125
2020-03-04,6902.65380859375,6804.25244140625,6855.38818359375,6801.72265625,26993812763,6801.72265625
2020-03-05,7061.01171875,6803.283203125,6805.6376953125,7010.43896484375,30654043799,7010.43896484375
2020-03-06,7044.33837890625,6970.625,7010.08837890625,6991.33642578125,31288908625,6991.33642578125
2020-03-07,7022.1611328125,6813.3505859375,6990.6123046875,6828.07177734375,27754554853,6828.07177734375
2020-03-08,6831.4365234375,6186.974609375,6826.732421875,6191.5361328125,30524340188,6191.5361328125
2020-03-09,6248.970703125,5853.84130859375,6193.849609375,6061.294921875,35905065124,6061.294921875
2020-03-10,6248.02685546875,6039.4755859375,6060.1494140625,6127.224609375,32700776107,6127.224609375
2020-03-11,6159.70263671875,5948.58447265625,6127.50341796875,6172.64013671875,30180987674,6172.64013671875
2020-03-12,6185.7490234375,3866.912109375,6174.34619140625,3954.907958984375,42948391633,3954.907958984375
2020-03-13,4683.5517578125,3274.499755859375,3992.336669921875,4534.39892578125,60437472614,4534.39892578125
2020-03-14,4584.537109375,4176.9111328125,4542.0361328125,4238.27783203125,29465777778,4238.27783203125
2020-03-15,4701.3359375,4212.9453125,4238.8486328125,4351.603515625,27436330936,4351.603515625
2020-03-16,4345.8857421875,3723.0830078125,4345.8857421875,4087.799072265625,36983969777,4087.799072265625
2020-03-17,4396.53466796875,4064.78466796875,4078.0966796875,4311.25927734375,31864530120,4311.25927734375
2020-03-18,4608.3359375,4276.4765625,4312.48388671875,4506.921875,32589253727,4506.921875
2020-03-19,5527.56201171875,4549.1767578125,4512.92578125,5390.021484375,44400982099,5390.021484375
2020-03-20,5807.23291015625,5065.9765625,5390.4228515625,5320.8388671875,46732162954,5320.8388671875
2020-03-21,5474.79345703125,5092.5517578125,5327.48583984375,5309.0693359375,36475867805,5309.0693359375
2020-03-22,5458.966796875,5014.60791015625,5309.4912109375,5017.38330078125,34508849183,5017.38330078125
2020-03-23,5570.23388671875,4993.76611328125,5018.34716796875,5535.162109375,40107181175,5535.162109375
2020-03-24,5795.591796875,5504.45849609375,5552.6982421875,5712.0361328125,40898786652,5712.0361328125
2020-03-25,5769.5625,5490.0703125,5715.35498046875,5641.162109375,37649702185,5641.162109375
2020-03-26,5677.5986328125,5534.31298828125,5636.18701171875,5505.1640625,28950048736,5505.1640625
2020-03-27,5534.99951171875,5192.05029296875,5507.58056640625,5194.5361328125,27768431073,5194.5361328125
2020-03-28,5192.69189453125,4911.95068359375,5192.49365234375,5011.794921875,28008999024,5011.794921875
2020-03-29,5018.4375,4755.244140625,5014.54931640625,4756.294921875,22788358245,4756.294921875
2020-03-30,5254.05908203125,4739.9609375,4759.10205078125,5199.8583984375,30004365300,5199.8583984375
2020-03-31,5274.25146484375,5152.68798828125,5200.4765625,5189.779296875,26427074175,5189.779296875
2020-04-01,5340.64501953125,5004.837890625,5188.7109375,5335.962890625,32585791174,5335.962890625
2020-04-02,5736.30615234375,5316.74560546875,5335.962890625,5482.28515625,38460949906,5482.28515625
2020-04-03,5700.9228515625,5452.755859375,5485.3291015625,5489.02392578125,31773451914,5489.02392578125
2020-04-04,5607.6884765625,5458.94091796875,5493.09619140625,5598.3740234375,27053051964,5598.3740234375
2020-04-05,5611.32470703125,5474.7919921875,5594.306640625,5558.0029296875,24151939145,5558.0029296875
2020-04-06,5938.369140625,5550.17431640625,5555.482421875,5938.369140625,38297513009,5938.369140625
2020-04-07,6033.380859375,5785.49853515625,5939.890625,5815.24267578125,35851688580,5815.24267578125
2020-04-08,5969.45068359375,5806.25244140625,5817.5673828125,5918.46337890625,30312753558,5918.46337890625
2020-04-09,5916.4072265625,5784.10302734375,5921.58447265625,5863.46826171875,27956034533,5863.46826171875
2020-04-10,5864.85400390625,5449.4013671875,5864.85400390625,5514.89306640625,35041224843,5514.89306640625
2020-04-11,5564.44580078125,5455.06298828125,5516.45703125,5510.62841796875,25084011182,5510.62841796875
