formatted_date,high,low,open,close,volume,adjclose
2019-07-10,251.3024139404297,228.48489379882812,247.884033203125,231.86265563964844,9338381740,231.86265563964844
2019-07-11,231.8776397705078,212.43695068359375,231.81761169433594,214.5663604736328,8157940161,214.5663604736328
2019-07-12,222.54432678222656,213.66488647460938,214.55694580078125,219.7560272216797,6481826685,219.7560272216797
2019-07-13,220.0809783935547,209.249755859375,219.76588439941406,214.3329315185547,5342700465,214.3329315185547
2019-07-14,214.47802734375,180.77015686035156,214.19198608398438,181.01559448242188,6823211148,181.01559448242188
2019-07-15,187.76199340820312,167.40834045410156,181.3234100341797,183.5618438720703,7767980814,183.5618438720703
2019-07-16,187.49427795410156,159.05540466308594,183.54000854492188,160.49488830566406,7281193706,160.49488830566406
2019-07-17,175.1996612548828,156.3430938720703,160.39666748046875,170.12718200683594,7551889099,170.12718200683594
2019-07-18,182.8642578125,166.7305908203125,170.09471130371094,180.66204833984375,7437925903,180.66204833984375
2019-07-19,180.8686065673828,172.28640747070312,180.7350311279297,177.0446014404297,6084385861,177.0446014404297
2019-07-20,187.32879638671875,176.92947387695312,177.1079864501953,183.26605224609375,6379975831,183.26605224609375
2019-07-21,183.8599090576172,175.18716430664062,183.30482482910156,180.31712341308594,5342510991,180.31712341308594
2019-07-22,181.33058166503906,171.05752563476562,180.37136840820312,174.43875122070312,5082459699,174.43875122070312
2019-07-23,175.70730590820312,168.69935607910156,174.44552612304688,171.0439453125,5609112446,171.0439453125
2019-07-24,174.244140625,163.9674072265625,170.90347290039062,173.8519744873047,5742283567,173.8519744873047
2019-07-25,179.3161163330078,173.13052368164062,173.79010009765625,176.35653686523438,5405319741,176.35653686523438
2019-07-26,177.78494262695312,172.23329162597656,176.3646697998047,177.3629913330078,4627170776,177.3629913330078
2019-07-27,180.5024871826172,165.47119140625,177.3533172607422,167.49362182617188,5053440079,167.49362182617188
2019-07-28,171.31686401367188,163.35986328125,167.49803161621094,170.6404266357422,4447993489,170.6404266357422
2019-07-29,172.9974365234375,169.69802856445312,170.589599609375,172.94381713867188,4490171592,172.94381713867188
2019-07-30,175.75973510742188,170.5420684814453,173.00205993652344,173.10894775390625,4514261459,173.10894775390625
2019-07-31,179.91343688964844,173.039306640625,173.08412170410156,179.91343688964844,4940082042,179.91343688964844
2019-08-01,180.1637725830078,175.75836181640625,179.83152770996094,179.6298828125,4919790029,179.6298828125
2019-08-02,183.2706298828125,177.5288848876953,179.6925811767578,179.15579223632812,5064907701,179.15579223632812
2019-08-03,184.70767211914062,178.71188354492188,179.17550659179688,182.95379638671875,4685299861,182.95379638671875
2019-08-04,184.38211059570312,179.66612243652344,183.0281982421875,183.2823486328125,4311912492,183.2823486328125
2019-08-05,193.68348693847656,183.18919372558594,183.26683044433594,192.6584930419922,6387313406,192.6584930419922
2019-08-06,195.94854736328125,183.7042999267578,192.68362426757812,185.77337646484375,6285916782,185.77337646484375
2019-08-07,189.11460876464844,183.36802673339844,185.6949920654297,186.43661499023438,5781364135,186.43661499023438
2019-08-08,186.42559814453125,178.32363891601562,186.5415802001953,181.948486328125,5528675644,181.948486328125
2019-08-09,182.315673828125,172.82479858398438,181.921142578125,174.85313415527344,5785674973,174.85313415527344
2019-08-10,177.54953002929688,169.2909393310547,174.8874053955078,171.73355102539062,5469950602,171.73355102539062
2019-08-11,179.94366455078125,171.54852294921875,171.7324676513672,179.7482147216797,5357360148,179.7482147216797
2019-08-12,179.8033905029297,174.63247680664062,179.71746826171875,174.94271850585938,4698231145,174.94271850585938
2019-08-13,175.02249145507812,170.29730224609375,174.98794555664062,173.0124969482422,4929285526,173.0124969482422
2019-08-14,173.32798767089844,154.50401306152344,172.92539978027344,154.7327117919922,6172846265,154.7327117919922
2019-08-15,156.73086547851562,147.6974639892578,154.7955322265625,155.91004943847656,6779940877,155.91004943847656
2019-08-16,156.27537536621094,148.8097381591797,156.0276641845703,152.62551879882812,5871533760,152.62551879882812
2019-08-17,153.6650848388672,150.28298950195312,152.70091247558594,152.82931518554688,4537197301,152.82931518554688
2019-08-18,162.5570526123047,151.18698120117188,152.95558166503906,159.97093200683594,4909512390,159.97093200683594
2019-08-19,167.85569763183594,158.9315643310547,160.0223388671875,167.4696044921875,5067289611,167.4696044921875
2019-08-20,167.36312866210938,160.71807861328125,167.23971557617188,161.63592529296875,5269648209,161.63592529296875
2019-08-21,161.9744873046875,150.5356903076172,161.68222045898438,154.06130981445312,6409841589,154.06130981445312
2019-08-22,158.60923767089844,151.13287353515625,154.10220336914062,156.15463256835938,6177407037,156.15463256835938
2019-08-23,160.13377380371094,154.77877807617188,155.97015380859375,158.58139038085938,5422840220,158.58139038085938
