formatted_date,high,low,open,close,volume,adjclose
2019-07-10,96.44808959960938,83.07072448730469,95.92321014404297,86.74812316894531,3757353705,86.74812316894531
2019-07-11,86.62419891357422,77.62130737304688,86.80421447753906,81.96383666992188,3700238329,81.96383666992188
2019-07-12,84.8933334350586,80.68742370605469,82.1099853515625,83.75777435302734,2872934711,83.75777435302734
2019-07-13,83.9896469116211,77.96232604980469,83.74710083007812,80.35713958740234,2667471332,80.35713958740234
2019-07-14,80.90064239501953,70.63878631591797,80.42237091064453,71.4034423828125,2956924353,71.4034423828125
2019-07-15,73.91905212402344,68.21086883544922,71.47283935546875,72.63591003417969,2852265637,72.63591003417969
2019-07-16,73.60232543945312,62.4129638671875,72.61761474609375,64.05651092529297,2983945629,64.05651092529297
2019-07-17,74.80199432373047,62.45381546020508,63.98245620727539,72.24742126464844,3713589702,72.24742126464844
2019-07-18,82.19249725341797,69.67475128173828,72.14039611816406,80.60470581054688,3899511658,80.60470581054688
2019-07-19,80.66436004638672,76.3091049194336,80.6019287109375,78.7122802734375,3186793669,78.7122802734375
2019-07-20,83.6801986694336,78.15642547607422,78.75569152832031,80.4750747680664,3016564420,80.4750747680664
2019-07-21,81.16063690185547,77.54792022705078,80.39238739013672,79.61927795410156,2260892428,79.61927795410156
2019-07-22,80.12361907958984,73.78345489501953,79.5635757446289,76.50527954101562,2160029804,76.50527954101562
2019-07-23,76.55131530761719,71.91680908203125,76.49667358398438,72.86494445800781,2171672561,72.86494445800781
2019-07-24,77.1539077758789,70.89488220214844,72.735107421875,75.54109954833984,2600935455,75.54109954833984
2019-07-25,76.80074310302734,74.2673110961914,75.58126068115234,75.0387954711914,2160330117,75.0387954711914
2019-07-26,76.34654235839844,72.98863220214844,75.01071166992188,76.15648651123047,1825756289,76.15648651123047
2019-07-27,77.24423217773438,70.82022857666016,76.16544342041016,71.78277587890625,2121057427,71.78277587890625
2019-07-28,73.04481506347656,68.95095825195312,71.78024291992188,72.53433990478516,1987845855,72.53433990478516
2019-07-29,74.81532287597656,71.79603576660156,72.53633117675781,74.02297973632812,2011972979,74.02297973632812
